split,selection_id,operation,sample_id,video_id,target,random,n_random
special,key.A.p20.block3,delete,10,10,0.000192950169245402,0.0014425162915830255,27
special,key.A.p20.block3,global_keep,10,10,0.5330554184814295,0.5320916940935279,27
special,key.A.p20.block3,conditional_keep,10,10,0.9979430337746938,0.9941073987219069,27
special,key.V.p10.point,delete,10,10,0.0021493633588155108,0.0008807855623739736,27
special,key.V.p20.point,delete,10,10,0.0017888446648915608,0.0012760263681411742,50
special,key.V.p20.point,global_keep,10,10,0.5672034571568172,0.5632974991450707,50
special,key.V.p20.point,conditional_keep,10,10,0.9939349492390951,0.9949479379256566,50
special,key.V.p30.point,delete,10,10,0.0007648169994354248,0.0020503807067871094,50
special,key.V.p20.block3,delete,10,10,0.0010524590810139973,,0
special,key.V.p20.block3,global_keep,10,10,0.549377071360747,,0
special,key.V.p20.block3,conditional_keep,10,10,0.9964510301748911,,0
special,key.J.p10.joint,delete,10,10,0.4504199164609114,0.044444515903790796,50
special,key.J.p20.joint,delete,10,10,0.4340988543117419,0.021784185866514844,50
special,key.J.p20.joint,global_keep,10,10,0.9400538901487986,0.6150587794184684,50
special,key.J.p20.joint,conditional_keep,10,10,0.9400538901487986,0.6150587794184684,50
special,key.J.p30.joint,delete,10,10,0.1960834761460622,0.04715481394280989,50
special,key.U.p20.union,global_keep,10,10,0.9364128808180491,0.6397362836264074,50
special,key.T.p10.point,delete,11,11,0.4485309595863024,0.006742721184706077,13
special,key.T.p20.point,delete,11,11,0.609031043946743,0.10477653180559475,50
special,key.T.p20.point,global_keep,11,11,0.9407362739245096,0.5289693970124547,50
special,key.T.p20.point,conditional_keep,11,11,0.9968539873758951,0.5540649972530082,50
special,key.T.p30.point,delete,11,11,0.6431407437970241,0.19301624742026127,50
special,key.T.p20.block3,delete,11,11,0.4765419910351435,0.011464943488438925,3
special,key.T.p20.block3,global_keep,11,11,0.8891734679539999,0.4349124408844444,3
special,key.T.p20.block3,conditional_keep,11,11,0.9594082136948904,0.4465379481100374,3
special,key.T.p20.word,delete,11,11,0.609031043946743,0.14885361132406008,50
special,key.T.p20.word,global_keep,11,11,0.9407362739245096,0.5617031339850898,50
special,key.T.p20.word,conditional_keep,11,11,0.9968539873758951,0.5926802243866647,50
special,key.A.p10.point,delete,11,11,0.0019134581089019775,0.0005428561797508828,13
