sample_id,video_id,cluster_id,episode_keys_json,visual_signal_basis,valid_frame_count,real_sync_score,best_lag_s,null_count,null_median,null_p95,empirical_percentile,p_like_score,rank_within_sample,top1_top2_margin
-tPCytz4rww$_$16,-tPCytz4rww,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,180,0.2262017010548287,0.2,26,0.0804981505713421,0.2448219900415499,0.9230769230769232,0.1111111111111111,1,
-tPCytz4rww$_$18,-tPCytz4rww,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,166,0.2645063146728609,-0.04,25,0.1876188394475887,0.3779072802302401,0.8,0.2307692307692307,1,
-uywlfIYOS8$_$4,-uywlfIYOS8,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,150,0.0993563022219912,0.0,24,0.0705185388750366,0.2129898648276904,0.75,0.28,1,
-vxjVxOeScU$_$4,-vxjVxOeScU,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,227,0.066905371740799,0.08,26,0.1377376945242555,0.2583566869578924,0.3846153846153846,0.6296296296296297,1,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,0,"[""0:0"",""0:1"",""0:5"",""0:6""]",mouth_landmarks_62_66_over_48_54,146,0.035106405667691,0.08,24,0.0747660288757216,0.2687110004695915,0.25,0.76,1,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,"[""0:2""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,2,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,2,"[""0:3""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,3,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,3,"[""0:4""]",mouth_landmarks_62_66_over_48_54,1,,,0,,,,,4,
-wny0OAz3g8$_$0,-wny0OAz3g8,0,"[""0:0"",""2:3""]",mouth_landmarks_62_66_over_48_54,82,0.1172096602354593,-0.2,26,0.172530400803741,0.3303793535485647,0.3076923076923077,0.7037037037037037,2,
-wny0OAz3g8$_$0,-wny0OAz3g8,1,"[""0:1""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,3,
