sample_id,video_id,position,modality,D,delta_class,delta_score
188343$_$13,188343,15,T,0.039111370841662094,-0.0468481183052063,0.18824774026870728
188343$_$13,188343,15,A,0.00041026373704274494,0.0001233220100402832,0.00418323278427124
188343$_$13,188343,15,V,0.0003253519535064697,0.00017815828323364258,-0.0028352737426757812
188343$_$13,188343,16,T,0.025118961930274963,-0.031654179096221924,0.11150246858596802
188343$_$13,188343,16,A,0.00037696460882822674,0.00064849853515625,-0.0006325840950012207
188343$_$13,188343,16,V,0.0002667754888534546,0.00016832351684570312,-0.0021913647651672363
188343$_$13,188343,17,T,0.004578381776809692,-0.006552577018737793,0.01562511920928955
188343$_$13,188343,17,A,0.00037695467472076416,0.00064849853515625,-0.0006324648857116699
188343$_$13,188343,17,V,0.0002667754888534546,0.00016832351684570312,-0.0021913647651672363
188343$_$13,188343,18,T,0.0013926575581232707,0.002095937728881836,0.004136264324188232
188343$_$13,188343,18,A,0.00037695467472076416,0.00064849853515625,-0.0006324648857116699
188343$_$13,188343,18,V,0.0002667854229609171,0.00016832351684570312,-0.002191483974456787
188343$_$13,188343,19,T,0.005135491490364075,0.009392261505126953,0.005272328853607178
188343$_$13,188343,19,A,0.00037692487239837646,0.0006484389305114746,-0.0006324648857116699
188343$_$13,188343,19,V,0.0002667854229609171,0.00016832351684570312,-0.002191483974456787
188343$_$13,188343,20,T,0.11817927658557892,-0.12102353572845459,0.6920101046562195
188343$_$13,188343,20,A,0.0006033480167388916,0.0006269216537475586,0.0034786462783813477
188343$_$13,188343,20,V,0.0001049339771270752,-6.335973739624023e-05,0.0008790493011474609
188343$_$13,188343,21,T,0.02636699378490448,-0.03174233436584473,0.1259499192237854
188343$_$13,188343,21,A,0.0008526593446731567,0.0013964176177978516,-0.0018534064292907715
188343$_$13,188343,21,V,0.0001611361900965373,0.00010114908218383789,-0.00132673978805542
188343$_$13,188343,22,T,0.022604708870251976,0.027384161949157715,-0.10695153474807739
188343$_$13,188343,22,A,0.0011959075927734375,0.0009154081344604492,-0.008858442306518555
188343$_$13,188343,22,V,0.00011500219504038493,-0.00010085105895996094,-0.0007749199867248535
