video_id,official_sample_id,audio_sample_id,is_diagonal,wer,cer,token_precision,token_recall,token_f1,character_similarity,score
-UuX1xuaiiE,-UuX1xuaiiE$_$6,-UuX1xuaiiE$_$6,1,0.09090909090909091,0.0,0.9130434782608695,0.9545454545454546,0.9333333333333332,1.0,0.9666666666666666
-a55Q6RWvTA,-a55Q6RWvTA$_$3,-a55Q6RWvTA$_$3,1,0.03076923076923077,0.015209125475285171,0.9692307692307692,0.9692307692307692,0.9692307692307692,0.9847908745247148,0.977010821877742
-aNfi7CP8vM,-aNfi7CP8vM$_$7,-aNfi7CP8vM$_$7,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-aqamKhZ1Ec,-aqamKhZ1Ec$_$0,-aqamKhZ1Ec$_$0,1,0.14285714285714285,0.09722222222222222,0.8666666666666667,0.9285714285714286,0.896551724137931,0.9066666666666666,0.9016091954022989
-dxfTGcXJoc,-dxfTGcXJoc$_$0,-dxfTGcXJoc$_$0,1,0.047619047619047616,0.0,0.9534883720930233,0.9761904761904762,0.9647058823529412,1.0,0.9823529411764707
-dxfTGcXJoc,-dxfTGcXJoc$_$0,-dxfTGcXJoc$_$1,0,0.9523809523809523,0.7155963302752294,0.2222222222222222,0.19047619047619047,0.20512820512820512,0.2844036697247706,0.24476593742648786
-dxfTGcXJoc,-dxfTGcXJoc$_$0,-dxfTGcXJoc$_$2,0,0.9285714285714286,0.7844036697247706,0.29411764705882354,0.23809523809523808,0.2631578947368421,0.2155963302752294,0.23937711250603574
-dxfTGcXJoc,-dxfTGcXJoc$_$0,-dxfTGcXJoc$_$6,0,0.9047619047619048,0.7431192660550459,0.17857142857142858,0.11904761904761904,0.14285714285714285,0.25688073394495414,0.1998689384010485
-dxfTGcXJoc,-dxfTGcXJoc$_$1,-dxfTGcXJoc$_$0,0,1.1081081081081081,0.8125,0.20930232558139536,0.24324324324324326,0.225,0.2844036697247706,0.2547018348623853
-dxfTGcXJoc,-dxfTGcXJoc$_$1,-dxfTGcXJoc$_$1,1,0.05405405405405406,0.005208333333333333,0.9722222222222222,0.9459459459459459,0.9589041095890412,0.9948186528497409,0.976861381219391
-dxfTGcXJoc,-dxfTGcXJoc$_$1,-dxfTGcXJoc$_$2,0,0.9459459459459459,0.8020833333333334,0.23529411764705882,0.21621621621621623,0.22535211267605634,0.20618556701030932,0.21576883984318285
-dxfTGcXJoc,-dxfTGcXJoc$_$1,-dxfTGcXJoc$_$6,0,0.972972972972973,0.7552083333333334,0.35714285714285715,0.2702702702702703,0.3076923076923077,0.24479166666666663,0.27624198717948717
-dxfTGcXJoc,-dxfTGcXJoc$_$2,-dxfTGcXJoc$_$0,0,1.1428571428571428,0.8814432989690721,0.23255813953488372,0.2857142857142857,0.2564102564102564,0.2155963302752294,0.2360032933427429
-dxfTGcXJoc,-dxfTGcXJoc$_$2,-dxfTGcXJoc$_$1,0,1.0,0.7989690721649485,0.25,0.2571428571428571,0.2535211267605634,0.2010309278350515,0.22727602729780744
-dxfTGcXJoc,-dxfTGcXJoc$_$2,-dxfTGcXJoc$_$2,1,0.05714285714285714,0.0,0.9705882352941176,0.9428571428571428,0.9565217391304348,1.0,0.9782608695652174
-dxfTGcXJoc,-dxfTGcXJoc$_$2,-dxfTGcXJoc$_$6,0,0.9714285714285714,0.7783505154639175,0.25,0.2,0.22222222222222224,0.22164948453608246,0.22193585337915234
-dxfTGcXJoc,-dxfTGcXJoc$_$6,-dxfTGcXJoc$_$0,0,1.3448275862068966,1.0188679245283019,0.13953488372093023,0.20689655172413793,0.16666666666666666,0.25688073394495414,0.2117737003058104
-dxfTGcXJoc,-dxfTGcXJoc$_$6,-dxfTGcXJoc$_$1,0,1.2413793103448276,0.9182389937106918,0.2777777777777778,0.3448275862068966,0.3076923076923077,0.24352331606217614,0.2756078118772419
-dxfTGcXJoc,-dxfTGcXJoc$_$6,-dxfTGcXJoc$_$2,0,1.1379310344827587,0.949685534591195,0.17647058823529413,0.20689655172413793,0.19047619047619047,0.22164948453608246,0.20606283750613646
-dxfTGcXJoc,-dxfTGcXJoc$_$6,-dxfTGcXJoc$_$6,1,0.06896551724137931,0.006289308176100629,0.9642857142857143,0.9310344827586207,0.9473684210526316,0.99375,0.9705592105263159
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$1,1,0.05,0.0392156862745098,0.9523809523809523,1.0,0.975609756097561,0.9622641509433962,0.9689369535204786
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$13,0,0.95,0.7745098039215687,0.09090909090909091,0.05,0.06451612903225806,0.22549019607843135,0.1450031625553447
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$16,0,1.0,0.7549019607843137,0.0,0.0,0.0,0.2450980392156863,0.12254901960784315
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$17,0,0.95,0.7941176470588235,0.0625,0.05,0.05555555555555556,0.20588235294117652,0.13071895424836605
